id_cliente,zona,pais,tipo_de_producto,canal_de_venta,prioridad,fecha_pedido,id_pedido,fecha_envio,unidades,precio_unitario,coste_unitario,importe_venta_total,importe_coste_total
C7315,Africa,Republic of the Congo,Bebida,Offline,Baja,44600,731539952,44601,7783,47.45,31.79,369303.35000000003,247421.57
C4396,Australia y Oceania,Vanuatu,Carnicos,Online,Critica,44776,439667975,44825,6379,421.89,364.69,2691236.31,2326357.51
C2914,Asia,Bangladesh,Ropa,Offline,Baja,44815,291455972,44820,7154,109.28,35.84,781789.12,256399.36000000002
C5088,Africa,Burundi,Cereales,Offline,Baja,44805,508827769,44817,2299,205.7,117.11,472904.3,269235.89
C9340,Africa,South Sudan,Verduras,Online,Media,43938,934019696,43958,6039,154.06,90.93,930368.34,549126.27
C5795,Africa,Mozambique,Bebida,Online,Baja,44160,579580581,44177,9628,47.45,31.79,456848.60000000003,306074.12
C7783,Centroamerica y Caribe,Saint Kitts and Nevis,Carnicos,Online,Critica,44435,778371751,44442,6353,421.89,364.69,2680267.17,2316875.57
C2335,Africa,Rwanda,Verduras,Offline,Media,44393,233567035,44425,6531,154.06,90.93,1006165.86,593863.8300000001
C8686,Africa,Rwanda,Bebida,Online,Alta,44858,868652760,44903,2510,47.45,31.79,119099.5,79792.9
C1774,Europa,Moldova,Verduras,Offline,Baja,44188,177427756,44227,3671,154.06,90.93,565554.26,333804.03
C6740,Europa,Austria,Cereales,Offline,Baja,44022,674003350,44042,1424,205.7,117.11,292916.8,166764.63999999998
C4428,Europa,Spain,Ropa,Offline,Baja,44577,442803370,44610,4212,109.28,35.84,460287.36,150958.08000000002
C7885,Asia,China,Alimento infantil,Online,Critica,44131,788564145,44166,2509,255.28,159.42,640497.52,399984.77999999997
C3863,Africa,Qatar,Cosmeticos,Online,Media,44763,386334502,44784,3819,437.2,263.33,1669666.8,1005657.2699999999
C2314,Europa,Georgia,Cuidado personal,Online,Critica,44522,231475770,44523,7679,81.73,56.67,627604.67,435168.93
C4896,Asia,Kazakhstan,Domestico,Online,Media,44214,489661777,44238,656,668.27,502.54,438385.12,329666.24
C9468,Africa,Namibia,Cuidado personal,Offline,Baja,44791,946878850,44839,1348,81.73,56.67,110172.04000000001,76391.16
C5594,Centroamerica y Caribe,Jamaica,Carnicos,Offline,Baja,44743,559425818,44765,5386,421.89,364.69,2272299.54,1964220.34
C6039,Africa,Syria,Verduras,Offline,Media,44795,603914010,44805,431,154.06,90.93,66399.86,39190.83
C6272,Africa,Tanzania,Frutas,Offline,Critica,44251,627267253,44263,1174,9.33,6.92,10953.42,8124.08
C6967,Africa,Angola,Alimento infantil,Online,Alta,44652,696721875,44693,4340,255.28,159.42,1107915.2,691882.7999999999
C9498,Asia,China,Cuidado personal,Offline,Baja,44030,949826705,44080,3684,81.73,56.67,301093.32,208772.28
C2444,Europa,Hungary,Cuidado personal,Offline,Baja,44742,244443070,44745,4991,81.73,56.67,407914.43,282839.97000000003
C2087,Europa,Norway,Domestico,Offline,Alta,44590,208744800,44595,1080,668.27,502.54,721731.6,542743.2000000001
C2912,Australia y Oceania,Australia,Carnicos,Offline,Critica,44660,291218221,44683,6798,421.89,364.69,2868008.2199999997,2479162.62
C9106,Africa,Nigeria,Domestico,Offline,Media,44614,910662162,44625,4025,668.27,502.54,2689786.75,2022723.5
C3061,Asia,Thailand,Material de oficina,Online,Media,44264,306187951,44303,6674,651.21,524.96,4346175.54,3503583.04
C3872,Asia,Taiwan,Frutas,Offline,Alta,44090,387219417,44101,5685,9.33,6.92,53041.05,39340.2
C8834,Asia,India,Verduras,Online,Baja,44717,883492887,44717,4033,154.06,90.93,621323.98,366720.69
C6950,Europa,Romania,Bebida,Offline,Baja,44310,695057189,44324,1723,47.45,31.79,81756.35,54774.17
C1422,Australia y Oceania,East Timor,Cosmeticos,Online,Baja,44309,142273652,44332,790,437.2,263.33,345388,208030.69999999998
C5158,Europa,Bosnia and Herzegovina,Cereales,Online,Baja,44740,515816104,44779,303,205.7,117.11,62327.1,35484.33
C9266,Europa,Ireland,Cuidado personal,Offline,Baja,44726,926670873,44759,1359,81.73,56.67,111071.07,77014.53
C5561,Europa,Croatia,Domestico,Online,Baja,44062,556136786,44079,2089,668.27,502.54,1396016.03,1049806.06
C9058,Africa,Iraq,Alimento infantil,Online,Baja,44779,905825173,44795,2653,255.28,159.42,677257.84,422941.25999999995
C8476,Europa,Malta,Material de oficina,Online,Critica,44354,847659862,44399,245,651.21,524.96,159546.45,128615.20000000001
C6738,Europa,Ireland,Carnicos,Offline,Baja,44587,673877179,44613,4087,421.89,364.69,1724264.43,1490488.03
C7470,Africa,Madagascar,Alimento infantil,Online,Baja,44818,747025954,44846,435,255.28,159.42,111046.8,69347.7
C1499,Europa,Austria,Cosmeticos,Online,Media,44531,149967515,44557,7575,437.2,263.33,3311790,1994724.7499999998
C7358,Africa,Sierra Leone,Cuidado personal,Offline,Critica,43878,735875689,43915,824,81.73,56.67,67345.52,46696.08
C3782,Europa,Netherlands,Material de oficina,Online,Critica,44205,378236806,44245,7531,651.21,524.96,4904262.510000001,3953473.7600000002
C6208,Europa,Croatia,Cosmeticos,Offline,Alta,44392,620849692,44395,2075,437.2,263.33,907190,546409.75
C8278,Centroamerica y Caribe,Trinidad and Tobago,Snacks,Offline,Baja,44511,827825677,44519,869,152.58,97.44,132592.02000000002,84675.36
C4335,Asia,South Korea,Domestico,Offline,Critica,44260,433588588,44283,7353,668.27,502.54,4913789.31,3695176.62
C2928,Australia y Oceania,Samoa,Carnicos,Offline,Alta,44524,292874753,44555,7003,421.89,364.69,2954495.67,2553924.07
C4307,Europa,Albania,Material de oficina,Offline,Baja,44773,430733001,44775,2322,651.21,524.96,1512109.62,1218957.12
C4925,Africa,Cape Verde,Frutas,Online,Media,44623,492524659,44645,7846,9.33,6.92,73203.18000000001,54294.32
C1939,Europa,Italy,Bebida,Online,Baja,44356,193923556,44367,5145,47.45,31.79,244130.25000000003,163559.55
C6709,Europa,Hungary,Bebida,Offline,Baja,44403,670916020,44410,7815,47.45,31.79,370821.75,248438.85
C4298,Asia,Maldives,Alimento infantil,Offline,Critica,44821,429800879,44853,6486,255.28,159.42,1655746.08,1033998.1199999999
C2971,Africa,Mali,Domestico,Offline,Alta,44767,297189462,44792,3821,668.27,502.54,2553459.67,1920205.34
C2700,Africa,Yemen,Cuidado personal,Online,Media,44069,270005595,44078,9511,81.73,56.67,777334.03,538988.37
C8654,Asia,North Korea,Snacks,Offline,Baja,44788,865485608,44814,5279,152.58,97.44,805469.8200000001,514385.76
C8711,Asia,Uzbekistan,Cereales,Offline,Alta,44436,871178328,44436,9882,205.7,117.11,2032727.4,1157281.02
C4949,Europa,Latvia,Verduras,Online,Baja,44846,494945085,44871,4104,154.06,90.93,632262.24,373176.72000000003
C9149,Asia,Singapore,Snacks,Offline,Critica,44345,914959704,44371,5764,152.58,97.44,879471.1200000001,561644.16
C2297,Europa,Lithuania,Domestico,Online,Baja,44537,229708516,44584,4709,668.27,502.54,3146883.4299999997,2366460.86
C2079,Africa,Senegal,Bebida,Offline,Alta,44565,207990348,44581,7821,47.45,31.79,371106.45,248629.59
C4389,Africa,South Sudan,Verduras,Offline,Critica,44762,438916528,44791,4009,154.06,90.93,617626.54,364538.37000000005
C5819,Europa,Bulgaria,Alimento infantil,Online,Alta,44042,581910884,44059,9217,255.28,159.42,2352915.7600000002,1469374.14
C8167,Africa,Seychelles,Carnicos,Offline,Alta,44596,816709744,44621,1417,421.89,364.69,597818.13,516765.73
C4933,Centroamerica y Caribe,Saint Kitts and Nevis,Domestico,Online,Alta,44067,493361937,44103,5616,668.27,502.54,3753004.32,2822264.64
C3822,Centroamerica y Caribe,Saint Vincent and the Grenadines,Alimento infantil,Offline,Alta,44418,382228791,44465,8848,255.28,159.42,2258717.44,1410548.16
C4239,Europa,Andorra,Cosmeticos,Offline,Baja,44106,423984134,44149,5182,437.2,263.33,2265570.4,1364576.0599999998
C1796,Africa,Mali,Carnicos,Offline,Critica,44868,179614293,44888,716,421.89,364.69,302073.24,261118.04
C1804,Africa,Togo,Cuidado personal,Offline,Media,43887,180418097,43905,8579,81.73,56.67,701161.67,486171.93
C5780,Asia,Thailand,Carnicos,Offline,Alta,44759,578006875,44794,3934,421.89,364.69,1659715.26,1434690.46
C6943,Europa,Moldova,Domestico,Online,Alta,44440,694304454,44448,8972,668.27,502.54,5995718.4399999995,4508788.88
C3715,Centroamerica y Caribe,Trinidad and Tobago,Alimento infantil,Online,Alta,44210,371547162,44250,7917,255.28,159.42,2021051.76,1262128.14
C4222,Asia,Japan,Bebida,Online,Media,43927,422283828,43947,2024,47.45,31.79,96038.8,64342.96
C3793,Africa,Central African Republic,Cereales,Offline,Critica,44643,379375779,44643,4578,205.7,117.11,941694.6,536129.58
C7459,Africa,Azerbaijan,Cuidado personal,Online,Baja,43901,745996844,43924,5899,81.73,56.67,482125.27,334296.33
C7456,Africa,Mauritania,Frutas,Offline,Baja,44612,745633351,44654,8333,9.33,6.92,77746.89,57664.36
C5720,Europa,Portugal,Snacks,Offline,Media,44090,572084128,44140,1261,152.58,97.44,192403.38,122871.84
C9394,Africa,Liberia,Bebida,Online,Baja,43973,939460504,43975,6095,47.45,31.79,289207.75,193760.05
C8321,Africa,South Sudan,Frutas,Online,Alta,44481,832186305,44526,1276,9.33,6.92,11905.08,8829.92
C6549,Africa,Cameroon,Frutas,Online,Baja,43889,654997861,43923,7277,9.33,6.92,67894.41,50356.84
C8829,Centroamerica y Caribe,Cuba,Carnicos,Online,Baja,44278,882943999,44293,1605,421.89,364.69,677133.45,585327.45
C7113,Africa,Malawi,Frutas,Online,Baja,44739,711386048,44788,3795,9.33,6.92,35407.35,26261.4
C3059,Australia y Oceania,Tuvalu,Bebida,Offline,Baja,43991,305997836,44022,415,47.45,31.79,19691.75,13192.85
C3527,Africa,Burundi,Carnicos,Offline,Alta,44031,352765691,44054,62,421.89,364.69,26157.18,22610.78
C7079,Africa,Liberia,Verduras,Online,Critica,44392,707988440,44416,8367,154.06,90.93,1289020.02,760811.31
C8482,Asia,Turkmenistan,Verduras,Offline,Media,44755,848277413,44802,2992,154.06,90.93,460947.52,272062.56
C3205,Africa,Uganda,Domestico,Online,Media,44424,320556437,44464,8628,668.27,502.54,5765833.56,4335915.12
C9920,Africa,Lebanon,Alimento infantil,Online,Alta,43896,992061841,43914,1999,255.28,159.42,510304.72000000003,318680.57999999996
C3003,Europa,Switzerland,Material de oficina,Online,Media,44336,300342452,44371,6861,651.21,524.96,4467951.8100000005,3601750.56
C7032,Africa,Kuwait,Verduras,Online,Alta,43923,703259599,43926,8998,154.06,90.93,1386231.8800000001,818188.14
C2289,Asia,India,Ropa,Offline,Alta,44637,228987109,44665,1229,109.28,35.84,134305.12,44047.36
C1260,Africa,Angola,Cereales,Online,Critica,44430,126011312,44457,8402,205.7,117.11,1728291.4,983958.22
C8131,Asia,Uzbekistan,Bebida,Offline,Critica,44010,813131034,44013,2397,47.45,31.79,113737.65000000001,76200.63
C5294,Europa,Latvia,Cuidado personal,Offline,Critica,44232,529457604,44260,7126,81.73,56.67,582407.98,403830.42
C2844,Africa,Ghana,Carnicos,Offline,Media,44532,284414851,44537,3530,421.89,364.69,1489271.7,1287355.7
C7077,Europa,Poland,Bebida,Online,Critica,44491,707739102,44497,4583,47.45,31.79,217463.35,145693.57
C6994,Asia,Mongolia,Cosmeticos,Online,Baja,44362,699479186,44402,290,437.2,263.33,126788,76365.7
C5799,Asia,Vietnam,Cereales,Online,Critica,44543,579996430,44570,2687,205.7,117.11,552715.9,314674.57
C7399,Europa,United Kingdom,Cereales,Online,Baja,44011,739964663,44039,842,205.7,117.11,173199.4,98606.62
C2903,Australia y Oceania,Vanuatu,Ropa,Offline,Baja,43982,290370213,43997,5854,109.28,35.84,639725.12,209807.36000000002
C2125,Africa,Ethiopia,Frutas,Online,Baja,44249,212511909,44249,5851,9.33,6.92,54589.83,40488.92
C2080,Africa,Niger,Frutas,Online,Critica,44755,208001077,44764,996,9.33,6.92,9292.68,6892.32
C9487,Africa,Central African Republic,Cuidado personal,Offline,Alta,44021,948761546,44025,8480,81.73,56.67,693070.4,480561.60000000003
C9270,Africa,Cape Verde,Snacks,Offline,Critica,43848,927029645,43859,7527,152.58,97.44,1148469.6600000001,733430.88
C5053,Norteamerica,United States of America,Cuidado personal,Offline,Critica,44618,505354201,44663,4393,81.73,56.67,359039.89,248951.31
C5665,Africa,Sudan,Frutas,Offline,Critica,44772,566596543,44805,7363,9.33,6.92,68696.79,50951.96
C2639,Africa,Republic of the Congo,Material de oficina,Offline,Critica,44463,263930499,44505,1755,651.21,524.96,1142873.55,921304.8
C1708,Australia y Oceania,Federated States of Micronesia,Frutas,Online,Critica,43992,170842397,43992,4917,9.33,6.92,45875.61,34025.64
C9311,Africa,South Sudan,Frutas,Offline,Baja,44326,931131064,44354,1229,9.33,6.92,11466.57,8504.68
C1089,Africa,Cape Verde,Frutas,Online,Media,44496,108907830,44500,7102,9.33,6.92,66261.66,49145.84
C7385,Australia y Oceania,Palau,Domestico,Offline,Alta,44196,738596522,44245,5979,668.27,502.54,3995586.33,3004686.66
C9749,Africa,Bahrain,Material de oficina,Offline,Baja,44315,974933469,44359,3333,651.21,524.96,2170482.93,1749691.6800000002
C8429,Africa,Algeria,Material de oficina,Offline,Media,44320,842967498,44330,1670,651.21,524.96,1087520.7,876683.2000000001
C8880,Africa,Botswana,Cuidado personal,Online,Critica,44872,888059937,44905,5525,81.73,56.67,451558.25,313101.75
C8258,Africa,Seychelles,Domestico,Offline,Media,44166,825884616,44199,6466,668.27,502.54,4321033.82,3249423.64
C8924,Africa,The Gambia,Material de oficina,Online,Alta,44720,892427861,44767,8091,651.21,524.96,5268940.11,4247451.36
C4939,Africa,Guinea-Bissau,Material de oficina,Online,Baja,44502,493988502,44551,1030,651.21,524.96,670746.3,540708.8
C4571,Africa,Pakistan,Verduras,Offline,Baja,44759,457177865,44784,7945,154.06,90.93,1224006.7,722438.8500000001
C7789,Africa,Mauritania,Carnicos,Online,Media,44274,778919780,44275,8527,421.89,364.69,3597456.03,3109711.63
C1764,Asia,Thailand,Material de oficina,Online,Alta,44065,176450574,44082,4501,651.21,524.96,2931096.21,2362844.96
C1373,Africa,Afghanistan,Carnicos,Offline,Media,44774,137319076,44824,4621,421.89,364.69,1949553.69,1685232.49
C8693,Africa,The Gambia,Ropa,Online,Baja,44060,869386613,44099,9673,109.28,35.84,1057065.44,346680.32
C8508,Africa,Oman,Carnicos,Offline,Baja,44424,850827014,44437,7476,421.89,364.69,3154049.64,2726422.44
C8801,Africa,Burkina Faso,Snacks,Offline,Alta,44340,880126607,44354,7876,152.58,97.44,1201720.08,767437.44
C9260,Africa,Cameroon,Ropa,Offline,Media,43994,926084220,44017,7755,109.28,35.84,847466.4,277939.2
C5778,Africa,Burkina Faso,Cereales,Online,Alta,44763,577811181,44796,6024,205.7,117.11,1239136.8,705470.64
C3947,Europa,Serbia,Snacks,Online,Alta,44517,394731318,44542,8624,152.58,97.44,1315849.9200000002,840322.5599999999
C5565,Africa,Mauritius,Domestico,Offline,Critica,44403,556580960,44448,3529,668.27,502.54,2358324.83,1773463.6600000001
C4134,Africa,Liberia,Material de oficina,Offline,Critica,44152,413408935,44178,5745,651.21,524.96,3741201.45,3015895.2
C7355,Europa,Latvia,Cuidado personal,Offline,Critica,44684,735576570,44698,2308,81.73,56.67,188632.84,130794.36
C5637,Asia,China,Ropa,Offline,Media,44455,563757693,44501,7284,109.28,35.84,795995.52,261058.56000000003
C3589,Australia y Oceania,New Zealand,Verduras,Online,Baja,44157,358938634,44174,6773,154.06,90.93,1043448.38,615868.89
C6524,Africa,Sierra Leone,Snacks,Online,Critica,44107,652418220,44123,3904,152.58,97.44,595672.3200000001,380405.76
C6958,Europa,Bulgaria,Material de oficina,Online,Critica,44768,695807778,44810,3839,651.21,524.96,2499995.19,2015321.4400000002
C7110,Africa,Somalia,Material de oficina,Offline,Critica,44140,711031138,44172,8769,651.21,524.96,5710460.49,4603374.24
C5403,Europa,Spain,Bebida,Offline,Alta,44547,540324628,44586,2919,47.45,31.79,138506.55000000002,92795.01
C9962,Europa,Cyprus,Cereales,Offline,Media,44804,996237075,44804,7544,205.7,117.11,1551800.7999999998,883477.84
C7116,Africa,Namibia,Ropa,Online,Media,43873,711629807,43895,5929,109.28,35.84,647921.12,212495.36000000002
C1896,Norteamerica,Greenland,Cereales,Offline,Alta,44519,189676654,44562,8392,205.7,117.11,1726234.4,982787.12
C4538,Africa,Rwanda,Domestico,Online,Baja,44431,453863942,44448,7281,668.27,502.54,4865673.87,3658993.74
C7979,Centroamerica y Caribe,The Bahamas,Material de oficina,Offline,Baja,44057,797990500,44096,1977,651.21,524.96,1287442.1700000002,1037845.92
C1361,Europa,Germany,Bebida,Online,Alta,43990,136167657,44003,3890,47.45,31.79,184580.5,123663.09999999999
C1528,Europa,Cyprus,Bebida,Online,Critica,44450,152819240,44485,1464,47.45,31.79,69466.8,46540.56
C3526,Europa,Luxembourg,Snacks,Online,Critica,44757,352681577,44767,5171,152.58,97.44,788991.18,503862.24
C3108,Australia y Oceania,Tuvalu,Cereales,Online,Alta,43857,310803496,43894,2516,205.7,117.11,517541.19999999995,294648.76
C1225,Europa,Bulgaria,Cosmeticos,Offline,Baja,43977,122546327,44000,3036,437.2,263.33,1327339.2,799469.88
C8535,Asia,Bangladesh,Frutas,Offline,Alta,43834,853583896,43850,3298,9.33,6.92,30770.34,22822.16
C4899,Centroamerica y Caribe,El Salvador,Cuidado personal,Offline,Alta,44381,489902532,44408,1901,81.73,56.67,155368.73,107729.67
C6878,Asia,China,Verduras,Online,Media,44106,687801063,44110,4474,154.06,90.93,689264.4400000001,406820.82
C9238,Asia,Mongolia,Carnicos,Online,Media,44780,923890817,44790,8678,421.89,364.69,3661161.42,3164779.82
C7450,Australia y Oceania,Solomon Islands,Frutas,Offline,Alta,44662,745095622,44708,9207,9.33,6.92,85901.31,63712.44
C2186,Africa,Mauritania,Cosmeticos,Offline,Baja,44250,218651807,44274,2783,437.2,263.33,1216727.5999999999,732847.3899999999
C3821,Asia,South Korea,Verduras,Online,Media,44707,382108199,44755,3162,154.06,90.93,487137.72000000003,287520.66000000003
C9933,Asia,Myanmar,Material de oficina,Online,Baja,44213,993326127,44245,6130,651.21,524.96,3991917.3000000003,3218004.8000000003
C9804,Africa,Botswana,Cereales,Offline,Baja,44749,980479419,44779,4503,205.7,117.11,926267.1,527346.33
C6920,Europa,Portugal,Snacks,Offline,Critica,44266,692054402,44275,3131,152.58,97.44,477727.98000000004,305084.64
C5468,Europa,Spain,Verduras,Offline,Critica,44516,546849906,44541,3894,154.06,90.93,599909.64,354081.42000000004
C5839,Africa,Cote d'Ivoire,Bebida,Offline,Baja,44266,583977258,44311,703,47.45,31.79,33357.35,22348.37
C9128,Europa,Russia,Alimento infantil,Online,Critica,43995,912860286,44022,4499,255.28,159.42,1148504.72,717230.58
C3632,Australia y Oceania,Federated States of Micronesia,Ropa,Offline,Media,44331,363235318,44372,8257,109.28,35.84,902324.96,295930.88
C5351,Africa,The Gambia,Carnicos,Offline,Alta,44480,535151183,44524,1982,421.89,364.69,836185.98,722815.58
C8489,Europa,Luxembourg,Frutas,Offline,Alta,44841,848969209,44849,7710,9.33,6.92,71934.3,53353.2
C7953,Africa,Liberia,Frutas,Offline,Critica,44392,795363223,44438,4507,9.33,6.92,42050.31,31188.44
C3853,Africa,Burundi,Cosmeticos,Offline,Critica,44348,385319554,44374,3474,437.2,263.33,1518832.8,914808.4199999999
C6001,Africa,Syria,Cereales,Offline,Alta,44502,600137031,44515,2739,205.7,117.11,563412.2999999999,320764.29
C2414,Norteamerica,United States of America,Ropa,Offline,Alta,44797,241426980,44828,2463,109.28,35.84,269156.64,88273.92000000001
C8811,Asia,Japan,Alimento infantil,Offline,Baja,44797,881113231,44839,9840,255.28,159.42,2511955.2,1568692.7999999998
C1114,Asia,Laos,Frutas,Offline,Baja,44218,111432111,44241,4093,9.33,6.92,38187.69,28323.56
C9949,Europa,Germany,Verduras,Online,Critica,44483,994932448,44523,1476,154.06,90.93,227392.56,134212.68000000002
C8144,Norteamerica,Greenland,Cuidado personal,Online,Critica,44035,814475572,44053,276,81.73,56.67,22557.48,15640.92
C5232,Centroamerica y Caribe,Jamaica,Carnicos,Offline,Alta,44069,523235309,44094,5810,421.89,364.69,2451180.9,2118848.9
C6946,Europa,Switzerland,Verduras,Online,Media,43843,694697988,43884,5427,154.06,90.93,836083.62,493477.11000000004
C1726,Europa,Sweden,Material de oficina,Online,Media,44326,172662436,44357,3507,651.21,524.96,2283793.47,1841034.7200000002
C1212,Africa,Liberia,Bebida,Online,Media,44545,121239984,44574,6460,47.45,31.79,306527,205363.4
C8748,Australia y Oceania,Kiribati,Alimento infantil,Offline,Media,44198,874854457,44200,7730,255.28,159.42,1973314.4,1232316.5999999999
C5882,Europa,Malta,Carnicos,Online,Media,44171,588242185,44206,2789,421.89,364.69,1176651.21,1017120.41
C1864,Asia,Philippines,Cuidado personal,Online,Baja,43933,186451995,43980,4144,81.73,56.67,338689.12,234840.48
C2148,Africa,Comoros,Alimento infantil,Offline,Baja,44143,214845216,44164,6329,255.28,159.42,1615667.12,1008969.1799999999
C3890,Europa,Liechtenstein,Domestico,Offline,Baja,44041,389095675,44073,912,668.27,502.54,609462.24,458316.48000000004
C9451,Africa,Lebanon,Cereales,Online,Baja,44058,945189702,44072,1492,205.7,117.11,306904.39999999997,174728.12
C3894,Norteamerica,Greenland,Cereales,Offline,Critica,44249,389426124,44291,8699,205.7,117.11,1789384.2999999998,1018739.89
C4484,Africa,Chad,Cereales,Online,Media,44817,448416268,44819,5193,205.7,117.11,1068200.0999999999,608152.23
